Time (s),Signal 1 (A),Signal 2 (A),Signal 3 (A),Peak (A),Signal Angle (deg),Delta t (s),DFT1 Real,DFT1 Imag,DFT1 Magnitude,DFT1 Phase (deg),DFT1 RMS,PMU1 Sync Offset,PMU1 Mag Noise,PMU1 Phase Noise,PMU1 Clock Drift,PMU1 Packet Loss,PMU1 Bad Data,DFT2 Real,DFT2 Imag,DFT2 Magnitude,DFT2 Phase (deg),DFT2 RMS,PMU2 Sync Offset,PMU2 Mag Noise,PMU2 Phase Noise,PMU2 Clock Drift,PMU2 Packet Loss,PMU2 Bad Data,DFT3 Real,DFT3 Imag,DFT3 Magnitude,DFT3 Phase (deg),DFT3 RMS,PMU3 Sync Offset,PMU3 Mag Noise,PMU3 Phase Noise,PMU3 Clock Drift,PMU3 Packet Loss,PMU3 Bad Data
0.613,-8.090169943749398,-9.510565162951545,-9.219029428792487,10,234.0,0.001,-95.10565162951505,30.90169943749509,10.00239428296338,162.16143937276422,7.071067811865463,0.16172177186268408,0.0023942829633961764,-0.012542399098227963,0.01226,False,False,-99.99999999999983,4.156675004196586e-13,10.00491227891427,177.93658245156755,7.071067811865463,-1.9402401017235513,0.004912278914286648,-0.13543744670867475,0.01226,False,False,-99.61570177800354,7.944697100037444,9.98892841301099,177.10223735995575,7.066260061990177,1.7877275635101635,-0.004272401910865907,-0.13786496866394485,0.01226,False,False
0.614,-9.510565162951545,-10.0,-9.964628541846102,10,252.0,0.001,-99.99999999999983,4.156675004196586e-13,10.001713161419596,180.29952923246,7.071067811865463,0.16172177186268408,0.0017131614196123663,0.12552746059754366,0.01228,False,False,-95.10565162951534,-30.901699437494294,10.000328308499908,-163.9042223878356,7.071067811865465,-1.9402401017235513,0.00032830849992295137,0.023737713888212664,0.01228,False,False,-97.1881237603871,-23.2247867659664,9.991404218174843,-164.68818215240745,7.065734965447306,1.7877275635101635,-0.0010539980945303052,0.07203510834971037,0.01228,False,False
0.615,-10.0,-9.510565162951515,-9.737652333331857,10,270.0,0.001,-95.10565162951534,-30.901699437494294,9.99115462741521,-161.80172520900965,7.071067811865465,0.16172177186268408,-0.008845372584776183,0.024253019127905423,0.0123,False,False,-80.90169943749484,-58.77852522924687,9.997818368168009,-145.96059117043293,7.071067811865463,-1.9402401017235513,-0.00218163183197451,-0.032651068709131224,0.0123,False,False,-85.27522641534077,-52.12758661346734,9.993843169711887,-146.73713938296342,7.067230548925149,1.7877275635101635,-0.0007301209955125805,0.02595535444651925,0.0123,False,False
0.616,-9.510565162951515,-8.090169943749508,-8.560246079023619,10,288.0,0.001,-80.90169943749484,-58.77852522924687,10.001750506438146,-143.76191757965165,7.071067811865463,0.16172177186268408,0.00175050643816185,0.06404064848593474,0.01232,False,False,-58.7785252292475,-80.90169943749434,10.004464222209307,-128.47870756863426,7.0710678118654595,-1.9402401017235513,0.004464222209329152,-0.5507874669104842,0.01232,False,False,-65.03957288506228,-75.9428264297017,9.997655226634883,-129.0864242647492,7.070169349882337,1.7877275635101635,-0.0010741562432878406,-0.30879245611000383,0.01232,False,False
0.617,-8.090169943749508,-5.877852522924649,-6.5473212775265965,10,306.0,0.001,-58.7785252292475,-80.90169943749434,9.996744691550944,-125.76611258556292,7.0710678118654595,0.16172177186268408,-0.003255308449035037,0.0598256425746195,0.01234,False,False,-30.90169943749499,-95.10565162951502,9.997551924975719,-109.98527990449259,7.071067811865459,-1.9402401017235513,-0.002448075024258857,-0.05737980276883883,0.01234,False,False,-38.45603584878779,-92.3461366790247,10.00274098726348,-110.61633005216538,7.073427617762254,1.7877275635101635,-0.0005962822403138367,0.19208896112861074,0.01234,False,False
0.618,-5.877852522924649,-3.090169943749496,-3.8953416211320286,10,324.0,0.001,-30.90169943749499,-95.10565162951502,9.99819671750647,-107.82893005742916,7.071067811865459,0.16172177186268408,-0.0018032824935058527,-0.0030118292916494456,0.01236,False,False,-2.815525590449397e-13,-99.99999999999974,9.996558427474907,-91.82767316627081,7.071067811865457,-1.9402401017235513,-0.0034415725250674938,0.10020693545290885,0.01236,False,False,-8.119070715175415,-99.73652026280661,10.012337144876662,-93.11385855979205,7.075765959742894,1.7877275635101635,0.005692960430381318,-0.2600342002889322,0.01236,False,False
0.619,-3.090169943749496,1.3723471918089416e-13,-0.8631487460359061,10,342.0,0.001,-2.815525590449397e-13,-99.99999999999974,10.004240873497958,-89.7879505259736,7.071067811865457,0.16172177186268408,0.004240873497982131,0.03794770216389285,0.01238,False,False,30.901699437494457,-95.10565162951517,9.994341500204994,-74.09384308696666,7.071067811865456,-1.9402401017235513,-0.0056584997949795665,-0.16598298524296962,0.01238,False,False,23.01048800482285,-97.39262266061769,10.009738479403703,-74.82573811655959,7.076300412974833,1.7877275635101635,0.0023384639483597465,0.08092537669878531,0.01238,False,False
0.62,1.3723471918089416e-13,3.090169943749486,2.2533009701081976,10,0.0,0.001,30.901699437494457,-95.10565162951517,10.004388397909631,-71.9691957040622,7.071067811865456,0.16172177186268408,0.004388397909657535,-0.14331747592475688,0.0124,False,False,58.77852522924704,-80.90169943749461,9.995040217101929,-55.74839825689919,7.071067811865457,-1.9402401017235513,-0.004959782898046914,0.17944184482445533,0.0124,False,False,51.89439649833358,-85.5431521007028,10.004753330943583,-56.7833963192411,7.07483542538278,1.7877275635101635,-0.000574879190370303,0.17355647553658993,0.0124,False,False
0.621,3.090169943749486,5.877852522924641,5.149822903319505,10,18.0,0.001,58.77852522924704,-80.90169943749461,10.000093346953465,-53.84227367834713,7.071067811865457,0.16172177186268408,9.334695348986083e-05,-0.01641545020971924,0.01242,False,False,80.9016994374945,-58.77852522924727,10.001663276948833,-37.89476071002868,7.0710678118654595,-1.9402401017235513,0.0016632769488541983,0.0330593916949431,0.01242,False,False,75.71353514375309,-65.34457413652962,10.006191469306478,-38.835541900559,7.071934944924461,1.7877275635101635,0.004965157974076088,0.1601488924420146,0.01242,False,False
0.622,5.877852522924641,8.090169943749503,7.543694559621461,10,36.0,0.001,80.9016994374945,-58.77852522924727,10.003144818454219,-36.01890261220914,7.0710678118654595,0.16172177186268408,0.0031448184542409103,-0.19306438407176366,0.01244,False,False,95.10565162951515,-30.901699437494763,10.002072741824035,-19.927620724337622,7.071067811865461,-1.9402401017235513,0.002072741824055476,0.00017937738597197447,0.01244,False,False,92.14306382864876,-38.76825495432392,9.99578604530937,-20.933955502749715,7.0687063186745505,1.7877275635101635,-0.000874298992573795,0.08430498597472771,0.01244,False,False
0.623,8.090169943749503,9.510565162951512,9.201251850753042,10,54.0,0.001,95.10565162951515,-30.901699437494763,9.996485813150326,-17.977278569085154,7.071067811865461,0.16172177186268408,-0.0035141868496556482,-0.15146034094779387,0.01246,False,False,99.99999999999983,-7.37188088351104e-14,10.001250711951563,-2.043174222752725,7.071067811865463,-1.9402401017235513,0.0012507119515784214,-0.11539412102913182,0.01246,False,False,99.57934259453778,-8.408065837219926,10.000084926146872,-3.1095178420518037,7.066378507652753,1.7877275635101635,0.006716603762596436,-0.08333590480709696,0.01246,False,False
0.624,9.510565162951512,10.0,9.960697580877037,10,72.0,0.001,99.99999999999983,-7.37188088351104e-14,10.004113250159351,0.38170864503552304,7.071067811865463,0.16172177186268408,0.004113250159367478,0.20750687317288122,0.01248,False,False,95.10565162951522,30.90169943749462,10.00212746202908,16.04437209404774,7.071067811865463,-1.9402401017235513,0.0021274620290956067,-0.02786780422866791,0.01248,False,False,97.29646784964248,22.772775171495518,9.991927469685505,15.228790417278177,7.065833972372969,1.7877275635101635,-0.0006707635209094202,0.25532518567635665,0.01248,False,False
0.625,10.0,9.510565162951549,9.747895686030754,10,90.0,0.001,95.10565162951522,30.90169943749462,10.003454386746286,18.481385093982492,7.071067811865463,0.16172177186268408,0.00345438674630288,0.3071633221198513,0.0125,False,False,80.90169943749464,58.77852522924715,10.006550903530263,33.87631319297041,7.071067811865463,-1.9402401017235513,0.006550903530279597,-0.19594670530600677,0.0125,False,False,85.51714324204184,51.73091703880884,9.99777024040761,32.943802905417385,7.067273012257282,1.7877275635101635,0.003136897480003049,-0.02695171379219878,0.0125,False,False
0.626,9.510565162951549,8.090169943749405,8.583609341562054,10,108.0,0.001,80.90169943749464,58.77852522924715,10.003139994841153,36.35068226589414,7.071067811865463,0.16172177186268408,0.003139994841168497,0.17644049403149017,0.01252,False,False,58.77852522924722,80.90169943749454,10.005598928877289,51.987388173445254,7.0710678118654595,-1.9402401017235513,0.005598928877310178,-0.08489172483116308,0.01252,False,False,65.39096493496706,75.63991755455734,9.999562648289617,50.75364624388016,7.070139822799237,1.7877275635101635,0.0008750230128244787,-0.20307571970241134,0.01252,False,False
0.627,8.090169943749405,5.877852522924735,6.5814761589657556,10,126.0,0.001,58.77852522924722,80.90169943749454,10.005397059847812,53.83750223446405,7.0710678118654595,0.16172177186268408,0.005397059847834317,-0.3367595373986154,0.01254,False,False,30.901699437494667,95.10565162951512,9.996763052449278,70.0318157201844,7.071067811865457,-1.9402401017235513,-0.0032369475506965136,-0.04048417809205708,0.01254,False,False,38.88223751327972,92.16612075478459,10.004306655099407,69.03531078627282,7.073338041202553,1.7877275635101635,0.0010960659812134384,0.10852651418357709,0.01254,False,False
0.628,5.877852522924735,3.090169943749328,3.936917824432467,10,144.0,0.001,30.901699437494667,95.10565162951512,9.993926020824382,72.13023755982655,7.071067811865457,0.16172177186268408,-0.0060739791755926725,-0.04404421203612541,0.01256,False,False,-5.950795411990839e-14,99.99999999999974,10.005339733668375,88.12575548146438,7.071067811865457,-1.9402401017235513,0.0053397336683997775,0.053435583187887076,0.01256,False,False,8.578267102505222,99.69644226938925,10.00966626367705,86.8386140809551,7.075650948024354,1.7877275635101635,0.0031847303629610043,-0.04383584392217096,0.01256,False,False
0.629,3.090169943749328,-2.942866201773178e-14,0.9080664370949307,10,162.0,0.001,-5.950795411990839e-14,99.99999999999974,9.998593134456842,90.1322510331742,7.071067811865457,0.16172177186268408,-0.0014068655431329394,-0.042050738688530015,0.012580000000000001,False,False,-30.90169943749478,95.10565162951505,10.007659179007307,106.0793479593469,7.071067811865455,-1.9402401017235513,0.007659179007335031,0.007008061070379452,0.012580000000000001,False,False,-22.56315940500908,97.49582803728383,10.001982793982663,104.53660711565276,7.0762040131031645,1.7877275635101635,-0.005280891466755878,-0.2940897033423204,0.012580000000000001,False,False
0.63,-2.942866201773178e-14,-3.090169943749384,-2.2094308926768518,10,180.0,0.001,-30.90169943749478,95.10565162951505,10.004347845515744,108.12588169927453,7.071067811865455,0.16172177186268408,0.004347845515771282,-0.04844007258823728,0.0126,False,False,-58.77852522924732,80.90169943749443,10.003694364181136,123.84852796906861,7.071067811865457,-1.9402401017235513,0.0036943641811618146,-0.22383192920794245,0.0126,False,False,-51.50246355483114,85.77901538855201,9.999136624744304,122.64994033391667,7.07479442572226,1.7877275635101635,-0.0061336031136893,-0.13135713269466562,0.0126,False,False
0.631,-3.090169943749384,-5.877852522924783,-5.111270000123104,10,198.0,0.001,-58.77852522924732,80.90169943749443,10.00630083572507,125.94719470454558,7.071067811865457,0.16172177186268408,0.006300835725093399,-0.22714706731719778,0.012620000000000001,False,False,-80.9016994374947,58.778525229246995,10.006232167501665,142.05806149096247,7.0710678118654595,-1.9402401017235513,0.00623216750168533,-0.014318407314094764,0.012620000000000001,False,False,-75.4149562273771,65.68958964459814,10.005601339942071,140.57634764258316,7.071965006436648,1.7877275635101635,0.004332515211430919,-0.1667688773443155,0.012620000000000001,False,False
0.632,-5.877852522924783,-8.090169943749439,-7.514193391242106,10,216.0,0.001,,,,,,0.16172177186268408,0.004381071983750998,0.10571755923435369,0.01264,True,False,-95.10565162951525,30.901699437494436,9.999937871090573,160.23834273842587,7.071067811865461,-1.9402401017235513,-6.212890940765816e-05,0.16594284014928612,0.01264,False,False,-91.9665523061326,39.188377798111915,9.999161131667906,158.74663905830852,7.068796113032323,1.7877275635101635,0.002373798967376684,0.025879327063129228,0.01264,False,False
0.633,-8.090169943749439,-9.510565162951567,-9.183640288081024,10,234.0,0.001,-95.10565162951525,30.901699437494436,9.994535180454974,162.0784676939981,7.071067811865461,0.16172177186268408,-0.005464819545006651,-0.09591407786474324,0.012660000000000001,False,False,-99.99999999999983,-2.682298827494378e-13,10.007092859380743,-181.96550565454305,7.071067811865463,-1.9402401017235513,0.007092859380758043,-0.0379255528196321,0.012660000000000001,False,False,-99.54160650066923,8.862070337159341,9.987739442174318,176.3399462710644,7.066494079596627,1.7877275635101635,-0.005792323620414006,-0.3728797367196749,0.012660000000000001,False,False
0.634,-9.510565162951567,-10.0,-9.956643907464063,10,252.0,0.001,-99.99999999999983,-2.682298827494378e-13,9.995638551855214,-180.04212551981558,7.071067811865463,0.16172177186268408,-0.00436144814477053,-0.21652729167839407,0.01268,False,False,-95.10565162951511,-30.901699437494948,10.005880216485377,-163.63104918973764,7.071067811865462,-1.9402401017235513,0.0058802164853937015,0.29651091198578466,0.01268,False,False,-97.40063000591857,-22.329250926351236,9.994526572752704,-165.1758309176725,7.065931705189982,1.7877275635101635,0.0017901244709802372,0.1117290590209063,0.01268,False,False
0.635,-10.0,-9.510565162951494,-9.75774072602638,10,270.0,0.001,-95.10565162951511,-30.901699437494948,9.99752066043767,-162.0944440149495,7.071067811865462,0.16172177186268408,-0.0024793395623121557,-0.2688657868123164,0.012700000000000001,False,False,-80.90169943749443,-58.77852522924743,10.002405903326398,-146.007716271784,7.071067811865462,-1.9402401017235513,0.0024059033264158367,-0.08017617006058636,0.012700000000000001,False,False,-85.75249104725108,-51.341037186883504,9.987266324518687,-147.43151263034423,7.067316258748377,1.7877275635101635,-0.007428178183151722,-0.14139936787816274,0.012700000000000001,False,False
0.636,-9.510565162951494,-8.090169943749467,-8.606338536992912,10,288.0,0.001,-80.90169943749443,-58.77852522924743,10.000499569369877,-143.6429494923637,7.071067811865462,0.16172177186268408,0.0004995693698951888,0.18260873577346237,0.01272,False,False,-58.778525229246945,-80.90169943749474,10.000775259515994,-127.72935272659701,7.0710678118654595,-1.9402401017235513,0.0007752595160142841,0.19816737512638014,0.01272,False,False,-65.73404893195057,-75.34144836634849,9.996208256769732,-129.54801996508212,7.070112810601832,1.7877275635101635,-0.0024411674911397944,-0.24435900120083082,0.01272,False,False
0.637,-8.090169943749467,-5.877852522924593,-6.614823801150106,10,306.0,0.001,-58.778525229246945,-80.90169943749474,9.994437325479613,-125.82157722811513,7.0710678118654595,0.16172177186268408,-0.005562674520365617,0.003961000022026584,0.012740000000000001,False,False,,,,,,-1.9402401017235513,-0.0006596833651898041,-0.08943454836130549,0.012740000000000001,True,False,-39.29920636813027,-91.98777307194055,9.992632576501913,-111.24100268851961,7.073251733078542,1.7877275635101635,-0.010455954496761502,0.09177234618902522,0.012740000000000001,False,False
0.638,-5.877852522924593,-3.0901699437494305,-3.9775927608675277,10,324.0,0.001,-30.90169943749434,-95.10565162951522,10.000629777655949,-107.84117573242821,7.071067811865457,0.16172177186268408,0.0006297776559735452,-0.01565750429107784,0.01276,False,False,4.0234482412415673e-13,-99.99999999999973,10.002697170452594,-92.06989365134862,7.071067811865456,-1.9402401017235513,0.002697170452620994,-0.14241354962530064,0.01276,False,False,-9.028206630120655,-99.65511063273429,10.00263136401409,-93.22984511946055,7.075538703935788,1.7877275635101635,-0.003691432187654039,0.14621970567928472,0.01276,False,False
0.639,-3.0901699437494305,-7.837739514543061e-14,-0.9520767830158725,10,342.0,0.001,4.0234482412415673e-13,-99.99999999999973,10.002320669758742,-89.49738704573438,7.071067811865456,0.16172177186268408,0.002320669758768114,0.32811118240269194,0.01278,False,False,30.901699437494834,-95.10565162951504,9.99638078127781,-73.75728633538284,7.071067811865456,-1.9402401017235513,-0.0036192187221628013,0.17017376634059186,0.01278,False,False,22.124212426743924,-97.59499190151547,9.994805813779257,-75.28694258405862,7.076108824686263,1.7877275635101635,-0.012323254919998854,0.13981029698261685,0.01278,False,False
0.64,-7.837739514543061e-14,3.090169943749552,2.1663860652077225,10,0.0,0.001,30.901699437494834,-95.10565162951504,10.003008518989862,-71.53741028379496,7.071067811865456,0.16172177186268408,0.0030085189898880803,0.2880679443422612,0.0128,False,False,58.77852522924737,-80.9016994374944,9.999972775980474,-56.11978944552493,7.0710678118654595,-1.9402401017235513,-2.722401950409298e-05,-0.19234934380152013,0.0128,False,False,51.1172264731379,-86.00845356136247,10.010338809945543,-57.582377051355564,7.074752619817571,1.7877275635101635,0.005127704564948473,-0.10710317039289263,0.0128,False,False
0.641,3.090169943749552,5.877852522924697,5.0733804210451625,10,18.0,0.001,58.77852522924737,-80.9016994374944,9.9926895509865,-54.224659884649675,7.0710678118654595,0.16172177186268408,-0.007310449013479038,-0.3992016565125015,0.01282,False,False,80.90169943749474,-58.77852522924694,9.995855439951624,-37.86836039675398,7.0710678118654595,-1.9402401017235513,-0.004144560048355268,0.05905970496940687,0.01282,False,False,75.12074402169361,-66.0264305566053,9.996960086205291,-39.52649641715204,7.0719925461000885,1.7877275635101635,-0.004347685490890787,-0.013596822460510692,0.01282,False,False
0.642,5.877852522924697,8.090169943749544,7.485129854144233,10,36.0,0.001,80.90169943749474,-58.77852522924694,10.005812459127903,-35.51798128981328,7.0710678118654595,0.16172177186268408,0.005812459127923912,0.30745693832386656,0.01284,False,False,95.10565162951528,-30.90169943749438,9.994546211400502,-19.714061435381222,7.071067811865462,-1.9402401017235513,-0.00545378859948093,0.2133386663421412,0.01284,False,False,91.79166388591125,-39.59937798503839,9.994309487112977,-21.840994897665194,7.068882618825286,1.7877275635101635,-0.0026001832531839424,-0.3059561137360422,0.01284,False,False
0.643,8.090169943749544,9.510565162951533,9.166199088848678,10,54.0,0.001,95.10565162951528,-30.90169943749438,9.997904228543856,-17.87162024622474,7.071067811865462,0.16172177186268408,-0.002095771456126031,-0.04620201808760758,0.01286,False,False,99.99999999999983,3.3084646133829665e-13,9.996939287878352,-1.7896548170470172,7.071067811865463,-1.9402401017235513,-0.003060712121632221,0.13772528467634446,0.01286,False,False,99.50260368670115,-9.306894290334132,9.989753853284416,-3.714945825467017,7.066606831345637,1.7877275635101635,-0.003937367562947685,-0.17196651955012,0.01286,False,False
0.644,9.510565162951533,10.0,9.952477893570222,10,72.0,0.001,99.99999999999983,3.3084646133829665e-13,9.997915198780516,0.4395149657102967,7.071067811865463,0.16172177186268408,-0.002084801219468497,0.26491319384742307,0.01288,False,False,95.10565162951511,30.901699437495004,10.00266633667193,15.81960008736079,7.071067811865465,-1.9402401017235513,0.002666336671945905,-0.2530398109158475,0.01288,False,False,97.50077073796065,21.894073039387266,9.996729511936186,14.252528683614157,7.0660281377696155,1.7877275635101635,0.003856687392490752,-0.20407310961797212,0.01288,False,False
0.645,10.0,9.510565162951528,9.767202815596244,10,90.0,0.001,95.10565162951511,30.901699437495004,10.007386373629325,17.993004216301607,7.071067811865465,0.16172177186268408,0.007386373629339575,-0.18161755556126347,0.0129,False,False,80.9016994374944,58.77852522924748,9.993653557082974,33.932099548993534,7.071067811865462,-1.9402401017235513,-0.006346442917008703,-0.14056034928310926,0.0129,False,False,85.9814648802645,50.95786218618506,9.996252476483656,32.43364447744372,7.067360193715326,1.7877275635101635,0.0014958403556963001,-0.020552357225296303,0.0129,False,False
0.646,9.510565162951528,8.090169943749364,8.628452506806568,10,108.0,0.001,80.9016994374944,58.77852522924748,10.002666793871445,36.38726366605734,7.071067811865462,0.16172177186268408,0.002666793871462421,0.212621894194465,0.012920000000000001,False,False,58.778525229246895,80.90169943749478,10.001864874405426,51.95871990301153,7.0710678118654595,-1.9402401017235513,0.0018648744054463819,-0.11395999526513666,0.012920000000000001,False,False,66.06903542694785,75.04739803803825,9.997405254314774,50.505886670465436,7.070088187047967,1.7877275635101635,-0.0012093469822677771,0.064771245955894,0.012920000000000001,False,False
0.647,8.090169943749364,5.87785252292468,6.647384684705381,10,126.0,0.001,58.778525229246895,80.90169943749478,10.003516958410167,54.147562525939925,7.0710678118654595,0.16172177186268408,0.0035169584101885534,-0.027099245922974344,0.01294,False,False,30.901699437494287,95.10565162951525,9.998898341909873,70.45129522634957,7.071067811865459,-1.9402401017235513,-0.0011016580901035764,0.37859532807288804,0.01294,False,False,,,,,,1.7877275635101635,-0.003943655241869052,0.028218154262528446,0.01294,True,False
0.648,5.87785252292468,3.0901699437495327,4.017386560781945,10,144.0,0.001,30.901699437494287,95.10565162951525,10.003733892564705,72.56873365890962,7.071067811865459,0.16172177186268408,0.0037338925647292225,0.394051887046704,0.012960000000000001,False,False,-2.05613304160579e-13,99.99999999999982,10.00059318300658,87.89108476154453,7.071067811865462,-1.9402401017235513,0.0005931830065990422,-0.18163513673205128,0.012960000000000001,False,False,9.469070106140071,99.61263132002088,9.99796011685535,86.20926065227374,7.075429176796769,1.7877275635101635,-0.008207784580944481,-0.16126821449474632,0.012960000000000001,False,False
0.649,3.0901699437495327,-9.803364199544709e-14,0.9951976182808776,10,162.0,0.001,-2.05613304160579e-13,99.99999999999982,10.00501205754964,90.02830504657447,7.071067811865462,0.16172177186268408,0.00501205754965898,-0.14639672528834222,0.01298,False,False,-30.901699437494948,95.1056516295151,10.00071308055028,106.28881658152565,7.071067811865461,-1.9402401017235513,0.0007130805502990659,0.2160766832490213,0.01298,False,False,-21.69350842695306,97.69027072166406,10.001027168897762,103.82374234787346,7.076014874751996,1.7877275635101635,-0.005969034530268244,-0.49714280655933174,0.01298,False,False
0.65,-9.803364199544709e-14,-3.0901699437494488,-2.1241526628406135,10,180.0,0.001,-30.901699437494948,95.1056516295151,10.006471126265797,108.2265563907402,7.071067811865461,0.16172177186268408,0.006471126265816021,0.051834618877333795,0.013000000000000001,False,False,-58.778525229247485,80.90169943749441,9.996001941294509,123.9725188362549,7.071067811865465,-1.9402401017235513,-0.003998058705477787,-0.10024106202175656,0.013000000000000001,False,False,-50.738601972657214,86.23165819920123,10.007764915657887,122.24902454561659,7.074710102160938,1.7877275635101635,0.0026139393239434845,-0.02420625765679585,0.013000000000000001,False,False
0.651,-3.0901699437494488,-5.877852522924839,-5.036145668165558,10,198.0,0.001,-58.778525229247485,80.90169943749441,10.011220903262299,126.34321534052124,7.071067811865465,0.16172177186268408,0.011220903262312145,0.16847356865836152,0.01302,False,False,-80.90169943749486,58.778525229246924,9.997424484707546,142.4449272952619,7.071067811865465,-1.9402401017235513,-0.0025755152924406056,0.3721473969852045,0.01302,False,False,-74.83087838504619,66.35530485617538,9.998325179483695,140.27276232853646,7.072017690317788,1.7877275635101635,-0.003018151506172539,0.03660419055205475,0.01302,False,False
0.652,-5.877852522924839,-8.09016994374948,-7.456501572774265,10,216.0,0.001,-80.90169943749486,58.778525229246924,10.00055641426445,143.9679256790946,7.071067811865465,0.16172177186268408,0.0005564142644647842,-0.20683609276828713,0.013040000000000001,False,False,-95.10565162951539,30.901699437494322,10.00346941598742,160.04517456610935,7.07106781186547,-1.9402401017235513,0.003469415987425872,-0.02762533216733127,0.013040000000000001,False,False,-91.61844319578624,40.0014597015758,9.993436048049116,158.09145322394593,7.068965946967174,1.7877275635101635,-0.0035914661054324533,-0.12278760787058096,0.013040000000000001,False,False
0.653,-8.09016994374948,-9.510565162951588,-9.148932199051876,10,234.0,0.001,-95.10565162951539,30.901699437494322,10.010446992034039,161.68874369582832,7.07106781186547,0.16172177186268408,0.010446992034045541,-0.4860380760346207,0.01306,False,False,-99.99999999999991,-4.1611158962950867e-13,10.001092407686839,-181.90624305456893,7.07106781186547,-1.9402401017235513,0.0010924076868457442,0.02093704715440679,0.01306,False,False,-99.46243890752208,9.74271835418022,9.992396041540209,176.10767604068488,7.066716817009666,1.7877275635101635,-0.001450722524890119,-0.09862272825972458,0.01306,False,False
0.654,-9.510565162951588,-10.0,-9.94820939338219,10,252.0,0.001,-99.99999999999991,-4.1611158962950867e-13,9.997933068236122,-179.6101244648207,7.07106781186547,0.16172177186268408,-0.0020669317638715096,0.2150737633163812,0.013080000000000001,False,False,-95.10565162951515,-30.901699437495115,9.999191466545135,-163.96332175014217,7.07106781186547,-1.9402401017235513,-0.0008085334548586069,-0.03616164841884224,0.013080000000000001,False,False,-97.59704449287857,-21.46710173904222,9.987398637615113,-165.92407188337154,7.066123247870541,1.7877275635101635,-0.005608692923230426,-0.12991920414434827,0.013080000000000001,False,False
0.655,-10.0,-9.510565162951472,-9.776296734251067,10,270.0,0.001,-95.10565162951515,-30.901699437495115,9.998567552395697,-161.59738444587236,7.07106781186547,0.16172177186268408,-0.0014324476042970218,0.22779378226470542,0.0131,False,False,-80.90169943749441,-58.77852522924759,10.003522707254596,-145.74479329947104,7.0710678118654675,-1.9402401017235513,0.00352270725460678,0.18234680225228356,0.0131,False,False,-86.20425369129867,-50.58130646584367,9.997822107624708,-147.85094426726084,7.067404728139383,1.7877275635101635,0.003002490310254759,-0.054526465794913895,0.0131,False,False
0.656,-9.510565162951472,-8.090169943749428,-8.649969501376622,10,288.0,0.001,-80.90169943749441,-58.77852522924759,9.997424763915872,-143.69601565941588,7.0710678118654675,0.16172177186268408,-0.0025752360841185223,0.1291425687212251,0.013120000000000001,False,False,-58.77852522924688,-80.9016994374949,9.997465921190132,-127.8093591459506,7.071067811865466,-1.9402401017235513,-0.0025340788098553715,0.11776095577269952,0.013120000000000001,False,False,-66.39612942282642,-74.75774320455892,10.00593796016466,-129.8146991702555,7.070065831154436,1.7877275635101635,0.007354974875447757,-0.0056483522752413095,0.013120000000000001,False,False
0.657,-8.090169943749428,-5.877852522924538,-6.679178747864018,10,306.0,0.001,-58.77852522924688,-80.9016994374949,9.9940065527724,-125.94310618515789,7.071067811865466,0.16172177186268408,-0.005993447227588479,-0.11796795702084316,0.01314,False,False,-30.90169943749423,-95.10565162951535,10.003601727052144,-109.91614513124365,7.071067811865465,-1.9402401017235513,0.0036017270521583834,0.010954970479599452,0.01314,False,False,-40.10626362445658,-91.63625794279403,9.998849638800095,-111.87820637955336,7.073088487949481,1.7877275635101635,-0.004008028723068232,-0.04161435527049176,0.01314,False,False
0.658,-5.877852522924538,-3.0901699437493653,-4.0563189128394805,10,324.0,0.001,-30.90169943749423,-95.10565162951535,10.008089858061329,-108.07174980325617,7.071067811865465,0.16172177186268408,0.008089858061342322,-0.24663157511913983,0.013160000000000002,False,False,5.488942633746774e-13,-99.99999999999982,9.999188274181328,-92.23696595123872,7.071067811865462,-1.9402401017235513,-0.0008117258186544431,-0.3098858495154831,0.013160000000000002,False,False,-9.901035378876877,-99.56910500509773,10.003724860419977,-94.21695820692209,7.075322315304776,1.7877275635101635,-0.002291916045045628,-0.33908868620174343,0.013160000000000002,False,False
0.659,-3.0901699437493653,-9.772415167715291e-15,-1.0374464783411406,10,342.0,0.001,5.488942633746774e-13,-99.99999999999982,10.003820506157771,-89.97528771457178,7.071067811865462,0.16172177186268408,0.0038205061577881324,-0.1501894864347822,0.01318,False,False,30.901699437495274,-95.105651629515,10.001318359322058,-74.18779304803479,7.071067811865461,-1.9402401017235513,0.001318359322076533,-0.2607329463116077,0.01318,False,False,21.270909941095894,-97.78181501741524,10.000712247998496,-75.91421509526064,7.075922186479379,1.7877275635101635,-0.006152874417326629,0.012274221658996935,0.01318,False,False
0.66,-9.772415167715291e-15,3.0901699437496166,2.082716989198456,10,0.0,0.001,30.901699437495274,-95.105651629515,10.005818999159402,-71.88210745289264,7.071067811865461,0.16172177186268408,0.005818999159421047,-0.05702922475568464,0.013200000000000002,False,False,58.77852522924776,-80.90169943749422,10.010833047687214,-56.24125567837587,7.071067811865465,-1.9402401017235513,0.010833047687227752,-0.3142155766527006,0.013200000000000002,False,False,50.36650606826436,-86.44881485625294,10.010173838080123,-58.17295120175602,7.074666961622721,1.7877275635101635,0.005083871680413627,-0.19966239214452297,0.013200000000000002,False,False
