Time (s),Voltage 1 (V),Current 1 (A),Voltage 2 (V),Current 2 (A),Voltage 3 (V),Current 3 (A),Peak (A),Signal Angle (deg),Delta t (s),PMU1 Voltage DFT Real,PMU1 Voltage DFT Imag,PMU1 Voltage Magnitude,PMU1 Voltage Phase,PMU1 Voltage DFT RMS,PMU1 Current DFT Real,PMU1 Current DFT Imag,PMU1 Current Magnitude,PMU1 Current Phase,PMU1 Current DFT RMS,PMU1 Sync Offset,PMU1 Mag Noise,PMU1 Phase Noise,PMU1 Clock Drift,PMU1 Packet Loss,PMU1 Bad Data,PMU2 Voltage DFT Real,PMU2 Voltage DFT Imag,PMU2 Voltage Magnitude,PMU2 Voltage Phase,PMU2 Voltage DFT RMS,PMU2 Current DFT Real,PMU2 Current DFT Imag,PMU2 Current Magnitude,PMU2 Current Phase,PMU2 Current DFT RMS,PMU2 Sync Offset,PMU2 Mag Noise,PMU2 Phase Noise,PMU2 Clock Drift,PMU2 Packet Loss,PMU2 Bad Data,PMU3 Voltage DFT Real,PMU3 Voltage DFT Imag,PMU3 Voltage Magnitude,PMU3 Voltage Phase,PMU3 Voltage DFT RMS,PMU3 Current DFT Real,PMU3 Current DFT Imag,PMU3 Current Magnitude,PMU3 Current Phase,PMU3 Current DFT RMS,PMU3 Sync Offset,PMU3 Mag Noise,PMU3 Phase Noise,PMU3 Clock Drift,PMU3 Packet Loss,PMU3 Bad Data
0.082,192.16851455144075,6.312622310825706,181.84217449856817,2.263988036145341,171.87842602464747,-8.576610346971073,10,36.0,0.001,2644.987384430543,-1921.6958208206945,1.005959784286464,-36.89644541825668,231.1803742919849,74.82933784130194,-26.027434788206858,0.7918044691475294,-19.548753951374504,5.602167956881542,-0.5701156920474232,-0.004617211838555,0.1986198073893478,0.00164,False,False,2562.511083216972,-2002.0530153320385,1.0005930608326354,-38.59295400747486,229.9421593337108,25.06660477529318,-3.877608230675337,0.2535173662678479,-9.141562056810336,1.7935586421293173,-0.4968318115350719,-0.0013012939322737,0.1471400346094643,0.00164,False,False,2484.654090395018,-2084.8722708262408,0.997992588018256,-39.75627090336413,229.34906076303065,-99.89594261659502,29.90504301888188,1.0442184526204223,163.54764742192867,7.373435749099338,0.3086130419915178,0.0145716885413176,-0.0969069406124206,0.00164,False,False
0.083,264.49713695621045,7.482945947686322,256.2506947702461,2.506654992796712,248.4652167710445,-9.989600940483069,10,54.0,0.001,3109.366640345209,-1010.296097811812,1.0059655570023127,-18.648653109060746,231.1802230873721,79.2100878676212,-1.629946785095138,0.7921249677320619,-1.650325304144118,5.602184728531589,-0.5701156920474232,-0.0014359446881913,0.0969687922656465,0.00166,False,False,3055.7606243429927,-1112.206302721953,1.0005871110999798,-20.82951776510912,229.94212155561576,25.037831853084477,4.058126145084292,0.2534540076647755,8.77902447529206,1.793545945484459,-0.4968318115350719,-0.0019169241956417,0.067769310039719,0.00166,False,False,3007.307128653545,-1215.0311164144823,0.998022561161092,-21.671281219916068,229.3490438164704,-104.24791972070553,-2.428179359989433,1.0424588672070896,-178.53357020845434,7.37344045242753,0.3086130419915178,-0.003030817102527,-0.1781555119271587,0.00166,False,False
0.084,310.9348773941665,7.920736089522929,305.57559528423263,2.5039910795027422,300.7304928287652,-10.424727169025672,10,72.0,0.001,3269.3791132930373,-0.0025137830673145,1.005949163508865,-0.6260544931826654,231.1800141279852,75.83669744913504,22.927009226433636,0.7922003608195494,16.579200220102265,5.60216584548361,-0.5701156920474232,-0.0006553091507646,0.3264782905471303,0.00168,False,False,3249.890933961912,-113.4893378188635,1.0005658907529502,-2.171899435448557,229.9420678393407,22.558559768820203,11.596686730286716,0.2542710722522869,26.778339412831745,1.7935603725047025,-0.4968318115350719,0.0062333187917788,0.0671389461088313,0.00168,False,False,3235.583944742112,-226.2543677222005,0.9979986174179282,-3.714580497016167,229.3490189905584,-98.395257217955,-34.52369595672056,1.0427815762369792,-160.27315720059624,7.373436181828527,0.3086130419915178,0.0002023127353976,0.0822367229747842,0.00168,False,False
0.085,326.936114424515,7.583138862486733,324.98861838130324,2.256256942798699,323.558168208215,-9.8393958052854,10,90.0,0.001,3109.361979531675,1010.2903067196452,1.0059803025334588,17.2701025118835,231.17978310839396,65.03942774243322,45.239475221590645,0.7927533443774804,34.2045611751232,5.602114457679397,-0.5701156920474232,0.0049471997582043,-0.0483396452830184,0.0017,False,False,3125.899266443273,896.3364885370629,1.0006053456280195,15.366825748601114,229.9420070869343,17.87143877264173,18.0002604804734,0.2540645581280737,44.94750445951303,1.7935965281650923,-0.4968318115350719,0.0041170457243658,0.2368777317889403,0.0017,False,False,3147.139251876996,784.669608993722,0.9980126708789738,14.303297944183898,229.3489902526634,-82.91086651507464,-63.23973570206417,1.042428623937413,-142.45508095834467,7.373423885125368,0.3086130419915178,-0.0033098200958842,-0.0997405610471236,0.0017,False,False
0.086,310.9345666773478,6.5032056575154895,312.5894902594569,1.7876987029523626,314.713714840787,-8.290904360467826,10,108.00000000000024,0.001,2644.979142999762,1921.6879127156544,1.0059680536713247,35.68766084544243,231.1795741494175,47.87528547265265,63.12322245270365,0.7921697999022932,52.491268594581285,5.602046131504762,-0.5701156920474232,-0.0007916171908349,0.2378616970464911,0.00172,False,False,2695.922872649837,1818.422398751828,1.0005972133193817,33.67976097222433,229.94195088716305,11.435205448238587,22.642117402269307,0.2545823106848278,62.6302801848265,1.7936407166731745,-0.4968318115350719,0.0092320793044772,-0.0789448350439969,0.00172,False,False,2750.630672161087,1718.7845348122055,0.9980014262784644,32.45194298884899,229.3489630643985,-59.31049092089095,-85.76533985497298,1.0429785495542805,-124.37016121358516,7.373407575102608,0.3086130419915178,0.0022125019281789,-0.0149374854220983,0.00172,False,False
0.087,264.4966083331884,4.786657338608829,269.5919322150596,1.144174948268586,275.0628933784854,-5.930832286877453,10,126.00000000000024,0.001,1921.6879127237037,2644.976499852429,1.0059583067277662,53.576088173109255,231.1794229454688,26.02454647976065,74.82757161800969,0.7931642019382521,70.7370737790102,5.601982905063882,-0.5701156920474232,0.0092418188589478,0.4827942494633653,0.00174,False,False,2002.050913178418,2562.508234549026,1.0005901191617903,51.36537519746496,229.9419090889056,3.879785370018465,25.06794980912933,0.2529098810415738,80.83710369392797,1.7936761722095165,-0.4968318115350719,-0.0075423588284198,0.1301011040423164,0.00174,False,False,2084.871264360887,2484.6527478608323,0.9979997115793,50.02186284390649,229.3489422954698,-29.90433184977889,-99.895521427139,1.042250452129758,-106.23125772358183,7.373392795918878,0.3086130419915178,-0.0050475713949738,0.1237799362144614,0.00174,False,False
0.088,192.1679384507889,2.601534620596375,200.20485233875004,0.3886684768709697,208.48700612416647,-2.990203097467371,10,144.0,0.001,1010.2892971411331,3109.355765127235,1.0059643989006566,70.82726662389956,231.1793431304784,,,,,,-0.5701156920474232,0.0051732893378551,-0.0883269307025634,0.0017599999999999,True,False,1112.2044706944812,3055.757746694725,1.0005723336595158,69.5504034958496,229.94188603990375,-4.055358833761574,25.040336303019128,0.2531510015901494,98.6595829706818,1.7936894623078787,-0.4968318115350719,-0.0051499483800124,-0.0446971135292014,0.0017599999999999,False,False,1215.0302277301505,3007.3057572333523,0.997992568680498,68.38128090701042,229.34893036361484,2.429092945392154,-104.24710700928271,1.0429005123463193,-88.33988480973612,7.373384505212717,0.3086130419915178,0.0014647555997352,0.0149176403250439,0.0017599999999999,False,False
0.089,101.02861351661004,0.16174780029291,111.22034752968328,-0.4048779405048097,121.50296776372524,0.2431301402118734,10,162.0,0.001,-0.0025137676893791,3269.3693119761274,1.0059811531800993,89.68019437914937,231.17932107022003,-22.931122442970945,75.83215396308873,0.7917363055282055,106.27702971330274,5.601942498444678,-0.5701156920474232,-0.0049800016526293,0.0204094151540066,0.00178,False,False,113.48795518039104,3249.888308996258,1.000557271719822,87.69699912640691,229.94187892728004,-11.593600026814288,22.561978705888407,0.2543693554170623,116.69018189037224,1.7936756182580924,-0.4968318115350719,0.0070531683320818,-0.0113872255162762,0.00178,False,False,226.25368380940952,3235.582678680056,0.9980006989749102,86.52586207466479,229.34892631110944,34.5247224697853,-98.39413266897702,1.0429362672706404,-69.94731085301623,7.373385180938247,0.3086130419915178,0.0018213492227352,0.4072462721017531,0.00178,False,False
0.09,3.6034223922664213e-13,-2.29386376744976,11.348845133627153,-1.1587984719369913,22.6253840589315,3.45266223938679,10,180.0,0.001,-1010.293069023693,3109.3542115333635,1.0059429167959115,107.34662269613624,231.17932107022003,-45.24361814663581,65.03410261012549,0.7919904179756065,123.86663823256244,5.6019726370730005,-0.5701156920474232,-0.0024814996355441,-0.3910214087984894,0.0018,False,False,-896.3372865431147,3125.8971510373303,1.0005630561900978,105.266457895172,229.9418788532308,-17.997156487448116,17.875437694352126,0.2530619324185946,134.92861777843825,1.7936400341182737,-0.4968318115350719,-0.0059707380794579,0.2292408351224811,0.0018,False,False,-784.6700211889676,3147.138215103955,0.998009071159647,104.5682305570416,229.34892617058844,63.24077463408402,-82.90954030447747,1.0432609294396948,-52.393972723709176,7.373393875895543,0.3086130419915178,0.0050556743867487,-0.039628155709382,0.0018,False,False
0.091,-101.0285125592927,-4.52491249820853,-89.63353476818087,-1.7993055204705757,-78.46691728834259,6.324218018679163,10,198.0,0.001,-1921.6881393853805,2644.974168700017,1.0059678973193822,125.07473837658516,231.1792990099329,-63.12698954068608,47.869699916124674,0.7921092833445821,142.00280035595793,5.60201971548196,-0.5701156920474232,-0.0013594248702355,-0.2555714029021331,0.00182,False,False,-1818.4225341303631,2695.9214737570646,1.0005376187877737,123.3639447099691,229.9418742345286,-22.63929997757309,11.439393005697356,0.254614123475775,152.54488218674246,1.7935964091920715,-0.4968318115350719,0.0096128674546387,-0.1531305828063857,0.00182,False,False,-1718.784634941545,2750.629966163461,0.997999243167598,122.59497388717406,229.34892448044687,85.76628951825924,-59.30909292182186,1.0423171672351288,-34.32970108478842,7.373406580726158,0.3086130419915178,-0.0043999150026756,0.0244940546831638,0.00182,False,False
0.092,-192.1675543863358,-6.3129948790595485,-181.8419342611006,-2.263711452338579,-171.87831781488458,8.576706331398164,10,216.0,0.001,-2644.974168706246,1921.6862190341644,1.0059384009797223,143.51384963339197,231.17921919529357,-74.83059408745196,26.019247247604035,0.7926101225696132,160.45449448957413,5.602061691383338,-0.5701156920474232,0.0035896044910541,0.1957771793894594,0.00184,False,False,-2562.507694176302,2002.050367582061,1.0005936566246425,141.41868265184624,229.941855227014,-25.065694820473976,3.883751666771081,0.2539687034218886,171.0984692503705,1.7935615181006244,-0.4968318115350719,0.0032080103705053,0.4009996799517452,0.00184,False,False,-2484.6525261231072,2084.8709582464194,0.997996939164628,140.33518718152877,229.3489163709879,99.89628890792596,-29.902998914374923,1.0425322822815346,-16.244768691901356,7.373417756254192,0.3086130419915178,-0.002264569121928,0.1093463957263243,0.00184,False,False
0.093,-264.4958154041467,-7.483071590862158,-256.2503562617134,-2.506563953427332,-248.4650603444646,9.989635544289518,10,234.0,0.001,-3109.351104360249,1010.2910498435044,1.0059411572243375,161.42633940844584,231.17906799254325,-79.20875264190512,1.6217717365759206,0.7920446185972362,178.42009043914666,5.602078470823158,-0.5701156920474232,-0.0020891649440779,0.1612934575439577,0.00186,False,False,-3055.7565835904625,1112.2048316329574,1.000547349900387,159.61413413159096,229.9418174850341,-25.038864616381865,-4.052002119239464,0.2535502497078158,-171.28092182310513,1.7935488039802832,-0.4968318115350719,-0.0009585462888016,0.0216515378905999,0.00186,False,False,-3007.305235333997,1215.030351463197,0.998001987641256,158.07396000775674,229.34889942448,104.24761725828702,2.430230382663754,1.0432732566413048,1.8300903987334605,7.373422449494915,0.3086130419915178,0.005138537231089,0.1841745696523841,0.00186,False,False
0.094,-310.9333238187111,-7.9206024926051235,-305.57519165587286,-2.504094535179963,-300.7303034975191,10.42469702778509,10,252.0,0.001,-3269.3627778221767,0.0025137513127759,1.005966371146984,179.8971871177881,231.17885903576325,-75.8329012875275,-22.93437153345653,0.7914828756635471,-164.11915269619465,5.60205958345612,-0.5701156920474232,-0.0076798835103458,-0.3779657226480541,0.00188,False,False,-3249.886637121531,113.48918715242752,1.0005437535348165,177.83251588584844,229.94176382012049,-22.56143455267528,-11.591181622347548,0.2532570194760631,-153.3819720547633,1.793563241813482,-0.4968318115350719,-0.0039112667858504,-0.0793440552605411,0.00188,False,False,-3235.5819077063943,226.254225277847,0.9979990345934782,176.12474907624716,229.34887459864532,98.39433584020276,34.525553155804296,1.0430370867781755,19.561540934562824,7.373418184990214,0.3086130419915178,0.0027828695201861,-0.0843956670274753,0.00188,False,False
0.095,-326.9344809009202,-7.582759086449608,-324.98818915177844,-2.2565448061297566,-323.5579645053824,9.839303892579345,10,270.0,0.001,-3109.346443605108,-1010.285258824493,1.005967883639992,-162.18969152250617,231.17862801909052,-65.03354208850246,-45.245304044421154,0.7926872070444866,-145.62580287952886,5.6020081821830345,-0.5701156920474232,0.0044361226765689,0.1152050995097307,0.0019,False,False,-3125.89513412866,-896.3353042867199,1.000568595562889,-164.91188722147356,229.94170312581403,-17.875874536129643,-17.995913334360072,0.253653966725518,-135.21739179630768,1.7935994357286786,-0.4968318115350719,7.019782951788417e-06,0.0858102115890196,0.0019,False,False,-3147.1372705244003,-784.669114988095,0.9980007707461676,-165.7172635122752,229.3488458608411,82.90941662463204,63.24121737878143,1.0420497466073582,37.57618577245268,7.373405909275272,0.3086130419915178,-0.0070731717054321,-0.0698043003833456,0.0019,False,False
0.096,-310.93301310630886,-6.502616862450936,-312.5890774456349,-1.7881428320943809,-314.7135167062239,8.290759694545226,10,288.0,0.001,-2644.965927378752,-1921.6783110290264,1.0059417729430256,-144.59574926610645,231.178419062787,-47.8678863328485,-63.12694711346416,0.7926418577767176,-127.87874364670223,5.601939839841465,-0.5701156920474232,0.0040792806652119,-0.1382419756827199,0.00192,False,False,-2695.919309290735,-1818.4199957517708,1.0005614004948131,-146.33427454972573,229.941646979799,-11.44076828180616,-22.63935401654086,0.2536652191674243,-117.52979257873127,1.7936436786110093,-0.4968318115350719,5.697531778446024e-05,-0.225187812820432,0.00192,False,False,-2750.6289404401286,-1718.7834527137024,0.9980294083746172,-147.72753475116798,229.34881867266307,59.30865461465445,85.76630113000516,1.0431672372020588,55.70897310041676,7.373389628157153,0.3086130419915178,0.0041247592196288,0.0628665255801332,0.00192,False,False
0.097,-264.4952867886386,-4.785917147706284,-269.5915762190235,-1.14473189810438,-275.06272020697367,5.930649045810631,10,306.0,0.001,-1921.67831103812,-2644.963284264887,1.0059889276343077,-126.65493812881994,231.1782678607963,-26.01635805182697,-74.82882737658062,0.7928904266589163,-109.75153056190491,5.6018766020124735,-0.5701156920474232,0.0066544012826136,-0.0119018748078216,0.00194,False,False,-2002.0482674391365,-2562.5048482324382,1.000567208381432,-128.50091601022731,229.9416052215301,-3.885930940840783,-25.067041030429635,0.2535367415762958,-99.39201941664828,1.793679187171199,-0.4968318115350719,-0.0012780172809011,-0.0851902369105998,0.00194,False,False,-2084.869951784279,-2484.651183593141,0.9979957878090168,-129.69774601728545,229.34879790380168,29.902288992667515,99.89586840701034,1.042858357104582,73.86100078225256,7.37337487579186,0.3086130419915178,0.0010568212399354,0.214708433005542,0.00194,False,False
0.098,-192.166978293872,-2.6007154807712465,-200.2045879936416,-0.3892837488509301,-208.4868748669146,2.9899992296221183,10,324.0,0.001,-1010.2842492605694,-3109.340229280344,1.0059526292706311,-108.67196794180435,231.178188046852,-1.6180896797606934,-79.20543447774625,0.792792237429164,-91.74446835731132,5.601838566497745,-0.5701156920474232,0.0057262993258726,-0.0059786338612166,0.00196,False,False,-1112.2030013580948,-3055.7537086944217,1.0005816301790065,-110.80416439725596,229.94158219458336,4.049232017843783,-25.04137147971309,0.2537172748049984,-81.29791735625851,1.7936925119976936,-0.4968318115350719,0.0005084708557802,0.011637043037973,0.00196,False,False,-1215.0294627817311,-3007.3038639181577,0.9980102930700008,-111.71607665654255,229.34878597198576,-2.4311423380833306,104.24680595745934,1.0432089367831137,91.39652047101036,7.373366600610674,0.3086130419915178,0.0045743208987175,-0.2500067009158592,0.00196,False,False
0.099,-101.02810873299106,-0.1609298913683014,-111.22020069139032,0.4042645655766296,-121.50289126907374,-0.243334674208399,10,342.0,0.001,0.0025137339458325,-3269.3529766309643,1.0059468446877629,-90.45147980565034,231.17816598688623,22.9384860690583,-75.82835638212823,0.7923908112910476,-73.59581526489855,5.601836205546994,-0.5701156920474232,0.0017153768332791,0.1414718228062103,0.00198,False,False,-113.48780583685696,-3249.884014666821,1.000584647462101,-92.60977993948678,229.94157508876685,11.58809174674997,-22.564856903762788,0.2541739010140517,-63.22349879147895,1.7936786744263669,-0.4968318115350719,0.0050943022273535,0.0887695378204028,0.00198,False,False,-226.253541367283,-3235.5806416483983,0.997982555058951,-93.71617033062394,229.34878191949372,-34.526577815808565,98.39321328589094,1.0431115712455556,109.60310414250102,7.373367275673274,0.3086130419915178,0.0035997108404511,-0.0436679435004615,0.00198,False,False
0.1,7.611234353469578e-13,2.294600380986729,-11.348830151786675,1.158247039998986,-22.625369814666733,-3.45284742098576,10,0.0,0.001,1010.2880210923388,-3109.3386757073267,1.005947884626654,-72.66039379597733,231.17816598688623,45.2494483182992,-65.02821525959618,0.7923159191375465,-55.69118713913005,5.60186636441767,-0.5701156920474232,0.0009238042143329,0.0450602798948822,0.002,False,False,896.3361015291648,-3125.8930207465214,1.000573474231135,-74.26759271896627,229.94157501478844,17.992806097735937,-17.879877537994695,0.2537261256472703,-45.20989732156159,1.7936430693485406,-0.4968318115350719,0.0006669017434908,0.1045658130288435,0.002,False,False,784.669527181991,-3147.136233754714,0.9980079030883142,-75.93896907768489,229.34878177897323,-63.24225441603542,82.90809279759068,1.0416570527225688,127.55372523857152,7.373375955068498,0.3086130419915178,-0.0109577489078558,-0.0932590482571878,0.002,False,False
0.101,101.02800777718932,4.52549570466428,89.63341645248221,1.7988700260406936,78.4668678879388,-6.324365730705,10,18.000000000000227,0.001,1921.6785376961448,-2644.960953143767,1.0059694003246384,-54.52439143091525,231.1781439268987,63.13071544807491,-47.862298968745286,0.7928871618269059,-37.95935626129767,5.601913465754072,-0.5701156920474232,0.0065696197591814,-0.2238211580698741,0.00202,False,False,1818.4201310008505,-2695.917911736416,1.0005565670687129,-56.58214219964743,229.94157040050828,22.63653359422629,-11.444960186005751,0.2533170834215549,-27.73991875525276,1.7935994073674757,-0.4968318115350719,-0.0033617731478801,-0.4240895943408958,0.00202,False,False,1718.7835528427229,-2750.628234444802,0.9979816489787376,-57.48538006032631,229.3487800888374,-85.76724904230144,59.30725915475077,1.0420978724098844,145.65155581302366,7.3733886364184436,0.3086130419915178,-0.0065674861717828,0.0044223418360672,0.00202,False,False
0.102,192.1665942351825,6.313367579002871,181.84169425390485,2.263434551533448,171.87820960551673,-8.57680213053632,10,36.00000000000023,0.001,2644.960953150753,-1921.676617370271,1.0059680330007157,-36.63998994292799,231.178064113356,74.83185086861985,-26.01105707805573,0.7917661350042825,-19.656854009504457,5.601955459810991,-0.5701156920474232,-0.0047000370318874,0.0783354649884615,0.00204,False,False,2562.5043083772007,-2002.0477223647215,1.0005709362384752,-38.5911733933482,229.94155141119543,25.06478358339669,-3.889901425435229,0.2537712138053377,-8.93137191752881,1.7935644805555713,-0.4968318115350719,0.0012289246610329,0.3850013614740916,0.00204,False,False,2484.650961856183,-2084.8696456707994,0.9980144486175064,-39.71936786070069,229.34877197940628,-99.89663445201666,29.900958503490635,1.043577308690759,163.55906258203433,7.373399790553647,0.3086130419915178,0.0082111023076841,-0.0881508236648698,0.00204,False,False
0.103,264.49449387149264,7.483197287506809,256.2500180777057,2.506472785849467,248.46490391845904,-9.989670073356264,10,54.00000000000023,0.001,3109.335568577697,-1010.2860019383784,1.005954226624253,-18.4696595958562,231.17791291270697,79.20741711217812,-1.6135940225989795,0.7914510965024202,-1.4970344623258591,5.601972247009233,-0.5701156920474232,-0.0078741627339375,0.2380753318206916,0.00206,False,False,3055.752546704048,-1112.203361950758,1.0005873014674729,-20.480722280088383,229.94151370536423,25.03989811431553,4.045871684150597,0.2540903904099799,8.350190211666604,1.7935517489884618,-0.4968318115350719,0.0044386958623306,-0.3333933895822346,0.00206,False,False,3007.3033420206057,-1215.0295865143275,0.99798204250662,-21.531660127184097,229.3487550329572,-104.24731522649364,-2.4322776615519506,1.042795217623782,-178.2406840062302,7.373404473699655,0.3086130419915178,0.0003835686693142,0.1120716955970493,0.00206,False,False
0.104,310.9317702663186,7.920468865773877,305.5747884145404,2.5041980639128627,300.7301141669764,-10.424666929686758,10,72.00000000000023,0.001,3269.346442568009,-0.0025137155833476,1.005959587987018,-0.870496260616589,231.17770395886376,75.82910401356233,22.941736281680637,0.7923960459035826,16.588520507981038,5.601953355356431,-0.5701156920474232,0.0016020481092937,0.3236142383671753,0.00208,False,False,3249.882344393452,-113.48903662901655,1.0005398568798711,-2.612178296157705,229.94146009185968,22.56431201539561,11.585670645746472,0.2536959372748052,26.83192220667218,1.7935661976072117,-0.4968318115350719,0.0004737310779909,0.1483931834788043,0.00208,False,False,3235.579870677421,-226.2540828338429,0.9979880332851532,-3.614017371706636,229.3487302072098,-98.39341602895784,-34.52740692742742,1.0430807127790578,-160.1017834497043,7.373400215294074,0.3086130419915178,0.0032445425169987,0.250951480064612,0.00208,False,False
0.105,326.93284740183225,7.582379200137319,324.9877603339054,2.256832936554182,323.5577608033137,-9.839212136691492,10,90.0,0.001,3109.3309078883067,1010.2802110016772,1.0059522079126542,17.045309651568363,231.1774729454744,65.02765462358622,45.251134845657646,0.7923872176139619,34.43262554281956,5.601901940709202,-0.5701156920474232,0.0015864765045041,0.1675401752748332,0.0021,False,False,3125.891005770001,896.3341211713587,1.0006022039648483,15.361986806713588,229.9413994557072,17.880314659806896,17.991561434281827,0.2536888288287275,44.6543250237263,1.7936024297168571,-0.4968318115350719,0.0003514066763594,-0.0286297237342761,0.0021,False,False,3147.1352891784804,784.66862098427,0.998011172391322,13.799419987087424,229.3487014695077,-82.90796928339293,-63.24269627993975,1.0425033926932148,-142.31392902378403,7.373387960582546,0.3086130419915178,-0.0025113275621856,0.0387524898197359,0.0021,False,False
0.106,310.9314595588225,6.502027887627192,312.58866502779546,1.788587396154448,314.71331857241194,-8.290615283781676,10,108.0,0.001,2644.952711939554,1921.668709477531,1.005955539929623,35.15288544812616,231.17726399217375,47.8604848613648,63.13067309683522,0.793097638544933,52.37403710068296,5.601833582330165,-0.5701156920474232,0.0087873591609503,0.1084451950397048,0.00212,False,False,2695.915749343939,1818.41759505383,1.000568704381302,32.99113742935688,229.9413433634983,11.446336729543953,22.63658745635238,0.2534316817912052,62.461824427816175,1.793646726915862,-0.4968318115350719,-0.0022827093984714,-0.2197265154824792,0.00212,False,False,2750.627208725112,1718.7823706190247,0.9980368213046706,32.13455403511437,229.34867428142735,-59.30682159090856,-85.76726055318781,1.041883039209198,-124.0372261071264,7.373371708388999,0.3086130419915178,-0.0086918783298199,0.3153390717510365,0.00212,False,False
0.107,264.4939652643326,4.785176725223018,269.59122056453265,1.145289408056232,275.0625470361257,-5.930466133279221,10,126.0,0.001,1921.668709487662,2644.950068863337,1.0059276587574006,53.15642920326584,231.17711279237997,26.00816700018648,74.83008367333258,0.7923121796280499,70.35976678980913,5.601770333237317,-0.5701156920474232,0.0010222177170336,0.0933015498199657,0.00214,False,False,2002.045624234359,2562.501465159948,1.0005604423028864,51.44832416964497,229.9413016452549,3.8920828299168746,25.06613096683023,0.2537385920727214,80.88891192350229,1.7936822884797898,-0.4968318115350719,0.0007361017706845,0.2095873723210791,0.00214,False,False,2084.868639212272,2484.6496193309654,0.9979896877954012,50.20594524726245,229.34865351264156,-29.90024983010304,-99.89621464016294,1.0416304181816065,-106.33847686961448,7.373356982859328,0.3086130419915178,-0.011197263561964,0.0139028290418136,0.00214,False,False
0.108,192.1660181518165,2.599896080255089,200.2043239021969,0.3898996512828936,208.4867436101732,-2.9897957315379173,10,144.0,0.001,1010.2792014539295,3109.3246936530363,1.0059478623320426,71.39729669511762,231.17703297960784,1.6099108123920791,79.20409795122244,0.7926840982084533,88.58454336162322,5.601732296839387,-0.5701156920474232,0.0047951951108836,0.3169387395378987,0.00216,False,False,1112.201533430132,3055.7496745627886,,,229.94127864038384,-4.04309879817859,25.0424073860872,0.2525501686657445,98.70070308051469,1.7936956480721415,-0.4968318115350719,-0.0111670256157756,0.0241064566918356,0.00216,False,False,1215.028697836084,3007.3019706096647,0.9979682802027005,68.49665842766652,229.34864158086936,2.43318798578694,-104.24650533730964,1.042597276558066,-88.57561819881315,7.3733487232111505,0.3086130419915178,-0.0015169988908932,-0.223472935485004,0.00216,False,False
0.109,101.027603957265,0.1601117181752946,111.22005399402852,-0.4036505515854496,121.5028147747234,0.2435388334101711,10,162.0,0.001,-0.0025136962352974,3269.336641517973,1.005954743807057,89.62249475886347,231.17701091996952,-22.945852128845324,75.82455769706831,0.7923262905058144,106.30826681594114,5.601729947023007,-0.5701156920474232,0.0012204412266874,0.0394591499347836,0.00218,False,False,113.48765663757536,3249.8797244520165,1.0005743351625191,87.53349950948754,229.9412715413808,-11.58257760416472,22.5677377737168,0.2536258633062672,116.80804186281183,1.7936818170731146,-0.4968318115350719,-0.0003905192241437,0.1341621252621159,0.00218,False,False,226.25339892578057,3235.5786046239896,0.9979772761699652,86.459466477719,229.3486375283925,34.5284297330105,-98.39229547078496,1.0446333419025118,-70.4713238282356,7.373349397606793,0.3086130419915178,0.0188427008140988,-0.1194230678115449,0.00218,False,False
0.11,-7.210820059936806e-13,-2.295337236515408,11.348815184328046,-1.157695022930317,22.62535557046049,3.4530322594457226,10,180.0,0.001,-1010.2829732289548,3109.3231401033254,1.0059737341552992,107.15140395023614,231.17701091996952,-45.25528046079764,65.0223261077849,0.7916800538557259,124.16375526931988,5.601760126090985,-0.5701156920474232,-0.0052846049214319,-0.1060923889294767,0.0022,False,False,-896.3349176494875,3125.888894413545,1.0005393809727268,105.63226725601668,229.94127146747329,-17.9884509602429,17.88432173387557,0.2532171345939866,135.02847187590962,1.7936461911840889,-0.4968318115350719,-0.004427423731518,0.3567895725857196,0.0022,False,False,-784.669033176647,3147.1342524125644,0.998015415221532,104.3887712609904,229.3486373878725,63.24373142104088,-82.90664784166023,1.0427449352757336,-52.46625928522209,7.373358061425546,0.3086130419915178,-5.361794366406335e-05,-0.1145703690798006,0.0022,False,False
0.111,-101.02750300313832,-4.52607910718958,-89.63329825038451,-1.7984340576540092,-78.466818487732,6.324513164843657,10,198.0,0.001,-1921.6689361416836,2644.947737777188,1.0059429517917935,125.52301986070282,231.1769888603164,-63.13444267117511,47.85489569988542,0.7929569646896638,142.1716855960441,5.601807250275043,-0.5701156920474232,0.0074178597577369,-0.0988745749731205,0.00222,False,False,-1818.4177301733343,2695.914353129313,1.0005514933411157,123.52066943948805,229.94126685761933,-22.633764042041197,11.450532972146288,0.2535923850468066,152.54311589581198,1.7936024922721956,-0.4968318115350719,-0.000613119609457,-0.1271985304630364,0.00222,False,False,-1718.7824707476816,2750.62650273237,0.9979932540309806,122.50385470236692,229.3486356977431,85.76820671321654,-59.30542867203135,1.04247399632824,-34.34967242555448,7.373370719275697,0.3086130419915178,-0.0027809083219561,0.0018675505652276,0.00222,False,False
