sample_index,time_s,initial_chi_square,theoretical_threshold,operating_threshold,initial_status,pmu_screen_candidate,pmu_screened,pmu_screen_energy,pmu_screen_share,pmu_screen_threshold,detected_pmu,pmu_isolated,corrected_chi_square,corrected_theoretical_threshold,corrected_operating_threshold,corrected_status,chi_square_reduction,correction_candidate,active_measurements,actual_faulty_pmu,actual_fault_type,actual_fault_detail,truth_window_start,truth_window_end,truth_window_t0_s,truth_window_t1_s
6499,6.4990000000000006,298402.0571604817,12.591587243743977,5782.822297849418,FAIL,True,PMU2,199767.4874443885,0.6694574740714766,9.487729036781154,PMU2,"4,5,6,7",2.318395333584997,5.991464547107979,5782.822297849418,PASS,0.9999922306322026,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6480,6499,6.48,6.4990000000000006
6519,6.519,301381.69686537416,12.591587243743977,5782.822297849418,FAIL,True,PMU2,201676.85959418924,0.6691742122756625,9.487729036781154,PMU2,"4,5,6,7",1.6996047954545497,5.991464547107979,5782.822297849418,PASS,0.9999943606237104,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6500,6519,6.5,6.519
6539,6.539,302123.2858003019,12.591587243743977,5782.822297849418,FAIL,True,PMU2,202055.44359335635,0.6687847414942765,9.487729036781154,PMU2,"4,5,6,7",1.0147643304447407,5.991464547107979,5782.822297849418,PASS,0.9999966412243672,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6520,6539,6.5200000000000005,6.539
6559,6.559,307137.96623743355,12.591587243743977,5782.822297849418,FAIL,True,PMU2,205666.55368039824,0.6696226982287412,9.487729036781154,PMU2,"4,5,6,7",3.198490647518534,5.991464547107979,5782.822297849418,PASS,0.9999895861436906,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6540,6559,6.54,6.559
6579,6.579,309640.6674133703,12.591587243743977,5782.822297849418,FAIL,True,PMU2,207115.63931242243,0.6688903012727428,9.487729036781154,PMU2,"4,5,6,7",1.4156539431279258,5.991464547107979,5782.822297849418,PASS,0.9999954280748877,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6560,6579,6.5600000000000005,6.579
6599,6.599,313774.7134841441,12.591587243743977,5782.822297849418,FAIL,True,PMU2,209968.49218600985,0.6691695766511159,9.487729036781154,PMU2,"4,5,6,7",2.0512753975152043,5.991464547107979,5782.822297849418,PASS,0.9999934625853857,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6580,6599,6.58,6.599
6619,6.619,323465.3118883901,12.591587243743977,5782.822297849418,FAIL,True,PMU2,216819.03406512682,0.6703007280729348,9.487729036781154,PMU2,"4,5,6,7",5.5322291999519075,5.991464547107979,5782.822297849418,PASS,0.9999828969939075,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6600,6619,6.6000000000000005,6.619
6639,6.639,300478.32112937194,12.591587243743977,5782.822297849418,FAIL,True,PMU2,200741.3833296473,0.6680727666979257,9.487729036781154,PMU2,"4,5,6,7",1.572654388290655,5.991464547107979,5782.822297849418,PASS,0.9999947661635543,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6620,6639,6.62,6.639
6659,6.659,337126.71933140565,12.591587243743977,5782.822297849418,FAIL,True,PMU2,225758.68714419036,0.6696552785608868,9.487729036781154,PMU2,"4,5,6,7",2.7236247487091405,5.991464547107979,5782.822297849418,PASS,0.9999919210653071,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6640,6659,6.640000000000001,6.659
6679,6.679,345939.6387596648,12.591587243743977,5782.822297849418,FAIL,True,PMU2,231498.53199494962,0.6691876444832012,9.487729036781154,PMU2,"4,5,6,7",1.6319048587956424,5.991464547107979,5782.822297849418,PASS,0.9999952826890128,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6660,6679,6.66,6.679
6699,6.699,354543.6108631033,12.591587243743977,5782.822297849418,FAIL,True,PMU2,237322.92116374368,0.6693758225849937,9.487729036781154,PMU2,"4,5,6,7",2.4716534713858835,5.991464547107979,5782.822297849418,PASS,0.999993028633444,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6680,6699,6.68,6.699
6719,6.719,294201.7245366799,12.591587243743977,5782.822297849418,FAIL,True,PMU2,196256.7902207752,0.6670823922934098,9.487729036781154,PMU2,"4,5,6,7",1.4987878795886778,5.991464547107979,5782.822297849418,PASS,0.9999949055775185,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6700,6719,6.7,6.719
6739,6.739,355556.47985620936,12.591587243743977,5782.822297849418,FAIL,True,PMU2,237989.57885276453,0.6693439504998192,9.487729036781154,PMU2,"4,5,6,7",2.4408362058686834,5.991464547107979,5782.822297849418,PASS,0.9999931351660168,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6720,6739,6.72,6.739
6759,6.759,176652.66751783786,12.591587243743977,5782.822297849418,FAIL,True,PMU2,120136.81484776095,0.6800735960334701,9.487729036781154,PMU2,"4,5,6,7",2.266714632510469,5.991464547107979,5782.822297849418,PASS,0.9999871685230438,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6740,6759,6.74,6.759
6779,6.779,359662.73631676286,12.591587243743977,5782.822297849418,FAIL,True,PMU2,240472.08093161994,0.6686043802987444,9.487729036781154,PMU2,"4,5,6,7",1.1121134981883452,5.991464547107979,5782.822297849418,PASS,0.9999969078990234,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6760,6779,6.76,6.779
6799,6.799,177192.9239885747,12.591587243743977,5782.822297849418,FAIL,True,PMU2,120522.59849545792,0.6801772654489813,9.487729036781154,PMU2,"4,5,6,7",2.1083244834388863,5.991464547107979,5782.822297849418,PASS,0.9999881015311674,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6780,6799,6.78,6.799
6819,6.819,179378.88385454915,12.591587243743977,5782.822297849418,FAIL,True,PMU2,122075.30362122177,0.6805444487000352,9.487729036781154,PMU2,"4,5,6,7",1.0319812666653723,5.991464547107979,5782.822297849418,PASS,0.9999942469188988,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6800,6819,6.8,6.819
6839,6.839,180126.57128986105,12.591587243743977,5782.822297849418,FAIL,True,PMU2,122549.05199700901,0.6803496625703386,9.487729036781154,PMU2,"4,5,6,7",3.012555066050698,5.991464547107979,5782.822297849418,PASS,0.9999832753433073,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6820,6839,6.82,6.839
6859,6.859,180621.82308364156,12.591587243743977,5782.822297849418,FAIL,True,PMU2,122892.58416869555,0.6803861353552334,9.487729036781154,PMU2,"4,5,6,7",2.8027596282202225,5.991464547107979,5782.822297849418,PASS,0.9999844827187525,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6840,6859,6.84,6.859
6879,6.879,180987.38671037735,12.591587243743977,5782.822297849418,FAIL,True,PMU2,123161.79015232608,0.6804993010336908,9.487729036781154,PMU2,"4,5,6,7",2.377113672147424,5.991464547107979,5782.822297849418,PASS,0.9999868658600174,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6860,6879,6.86,6.879
6899,6.899,183223.46861418258,12.591587243743977,5782.822297849418,FAIL,True,PMU2,124752.39505684387,0.6808756323652924,9.487729036781154,PMU2,"4,5,6,7",1.5176876588117043,5.991464547107979,5782.822297849418,PASS,0.9999917167398353,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6880,6899,6.88,6.899
6919,6.9190000000000005,183193.1961795067,12.591587243743977,5782.822297849418,FAIL,True,PMU2,124706.58179702918,0.6807380645012174,9.487729036781154,PMU2,"4,5,6,7",2.464585890875319,5.991464547107979,5782.822297849418,PASS,0.9999865465206008,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6900,6919,6.9,6.9190000000000005
6939,6.939,184626.17764089,12.591587243743977,5782.822297849418,FAIL,True,PMU2,125722.38916489386,0.680956464415529,9.487729036781154,PMU2,"4,5,6,7",1.7664651964155502,5.991464547107979,5782.822297849418,PASS,0.9999904322062072,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6920,6939,6.92,6.939
6959,6.9590000000000005,184916.890141942,12.591587243743977,5782.822297849418,FAIL,True,PMU2,125857.054466021,0.6806141633109515,9.487729036781154,PMU2,"4,5,6,7",4.847443960078979,5.991464547107979,5782.822297849418,PASS,0.9999737858236943,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6940,6959,6.94,6.9590000000000005
6979,6.979,185229.89347388432,12.591587243743977,5782.822297849418,FAIL,True,PMU2,126095.25340030249,0.6807500184525062,9.487729036781154,PMU2,"4,5,6,7",3.6699445553800483,5.991464547107979,5782.822297849418,PASS,0.9999801870827297,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6960,6979,6.96,6.979
6999,6.9990000000000006,185838.38773305854,12.591587243743977,5782.822297849418,FAIL,True,PMU2,126567.06659750587,0.6810598614281403,9.487729036781154,PMU2,"4,5,6,7",2.112616919127995,5.991464547107979,5782.822297849418,PASS,0.9999886319670285,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],6980,6999,6.98,6.9990000000000006
7019,7.019,186371.79757255953,12.591587243743977,5782.822297849418,FAIL,True,PMU2,126991.85994027801,0.6813898969388685,9.487729036781154,PMU2,"4,5,6,7",1.02253893323776,5.991464547107979,5782.822297849418,PASS,0.9999945134459904,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7000,7019,7.0,7.019
7039,7.039000000000001,188098.38097470545,12.591587243743977,5782.822297849418,FAIL,True,PMU2,128131.80394290964,0.6811956768524242,9.487729036781154,PMU2,"4,5,6,7",2.958575030964073,5.991464547107979,5782.822297849418,PASS,0.9999842711297373,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7020,7039,7.0200000000000005,7.039000000000001
7059,7.059,189157.76024815676,12.591587243743977,5782.822297849418,FAIL,True,PMU2,128872.62189607868,0.6812970386570987,9.487729036781154,PMU2,"4,5,6,7",2.7049186785923127,5.991464547107979,5782.822297849418,PASS,0.9999857001971527,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7040,7059,7.04,7.059
7079,7.079,188225.52629407385,12.591587243743977,5782.822297849418,FAIL,True,PMU2,128294.13357904366,0.6815979538216488,9.487729036781154,PMU2,"4,5,6,7",0.9991132338929197,5.991464547107979,5782.822297849418,PASS,0.9999946919355012,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7060,7079,7.0600000000000005,7.079
7099,7.099,189745.23958532812,12.591587243743977,5782.822297849418,FAIL,True,PMU2,129325.7954728659,0.6815759686804067,9.487729036781154,PMU2,"4,5,6,7",1.9310948126714649,5.991464547107979,5782.822297849418,PASS,0.9999898226969125,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7080,7099,7.08,7.099
7119,7.119,190215.7523658687,12.591587243743977,5782.822297849418,FAIL,True,PMU2,129672.87000447884,0.6817146760540671,9.487729036781154,PMU2,"4,5,6,7",1.5678259904580771,5.991464547107979,5782.822297849418,PASS,0.9999917576437757,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7100,7119,7.1000000000000005,7.119
7139,7.139,190556.57900402168,12.591587243743977,5782.822297849418,FAIL,True,PMU2,129918.83098454979,0.6817861218100889,9.487729036781154,PMU2,"4,5,6,7",1.7154617685530342,5.991464547107979,5782.822297849418,PASS,0.9999909976250753,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7120,7139,7.12,7.139
7159,7.159,191306.9931690561,12.591587243743977,5782.822297849418,FAIL,True,PMU2,130450.48365064987,0.68189082630854,9.487729036781154,PMU2,"4,5,6,7",1.5546108139390638,5.991464547107979,5782.822297849418,PASS,0.9999918737376602,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7140,7159,7.140000000000001,7.159
7179,7.179,191459.5674834247,12.591587243743977,5782.822297849418,FAIL,True,PMU2,130567.03360308509,0.6819561713174179,9.487729036781154,PMU2,"4,5,6,7",1.4201042191017175,5.991464547107979,5782.822297849418,PASS,0.9999925827461235,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7160,7179,7.16,7.179
7199,7.199,192250.81156742424,12.591587243743977,5782.822297849418,FAIL,True,PMU2,131123.81765857412,0.6820455871656371,9.487729036781154,PMU2,"4,5,6,7",1.477071552658756,5.991464547107979,5782.822297849418,PASS,0.9999923169554364,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7180,7199,7.18,7.199
7219,7.219,192348.08568589517,12.591587243743977,5782.822297849418,FAIL,True,PMU2,131182.30709213225,0.6820047448060037,9.487729036781154,PMU2,"4,5,6,7",1.7705638625664402,5.991464547107979,5782.822297849418,PASS,0.9999907950013838,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7200,7219,7.2,7.219
7239,7.239,193187.52890476587,12.591587243743977,5782.822297849418,FAIL,True,PMU2,131763.410032391,0.6820492543146786,9.487729036781154,PMU2,"4,5,6,7",2.130470017869948,5.991464547107979,5782.822297849418,PASS,0.9999889720106161,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7220,7239,7.22,7.239
7259,7.259,192903.78037470422,12.591587243743977,5782.822297849418,FAIL,True,PMU2,131597.55600717713,0.6821927271282949,9.487729036781154,PMU2,"4,5,6,7",1.5491558774368472,5.991464547107979,5782.822297849418,PASS,0.9999919692819165,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7240,7259,7.24,7.259
7279,7.279,194079.67934227435,12.591587243743977,5782.822297849418,FAIL,True,PMU2,132402.08357803378,0.6822047729403581,9.487729036781154,PMU2,"4,5,6,7",2.3714890261378305,5.991464547107979,5782.822297849418,PASS,0.9999877808483908,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7260,7279,7.26,7.279
7299,7.299,194129.28788620047,12.591587243743977,5782.822297849418,FAIL,True,PMU2,132485.54026224648,0.6824603423050216,9.487729036781154,PMU2,"4,5,6,7",1.2557609140112742,5.991464547107979,5782.822297849418,PASS,0.9999935313165381,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7280,7299,7.28,7.299
7319,7.319,194520.05297483687,12.591587243743977,5782.822297849418,FAIL,True,PMU2,132791.15981240748,0.6826605163920315,9.487729036781154,PMU2,"4,5,6,7",1.085684684680964,5.991464547107979,5782.822297849418,PASS,0.9999944186490386,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7300,7319,7.3,7.319
7339,7.339,195222.8479992185,12.591587243743977,5782.822297849418,FAIL,True,PMU2,133245.40127612257,0.6825297481402175,9.487729036781154,PMU2,"4,5,6,7",2.3579688243451398,5.991464547107979,5782.822297849418,PASS,0.9999879216554389,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7320,7339,7.32,7.339
7359,7.359,195065.33058453223,12.591587243743977,5782.822297849418,FAIL,True,PMU2,133167.45477978498,0.6826813067229106,9.487729036781154,PMU2,"4,5,6,7",1.296988577165605,5.991464547107979,5782.822297849418,PASS,0.9999933510041313,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7340,7359,7.34,7.359
7379,7.379,195367.99309124734,12.591587243743977,5782.822297849418,FAIL,True,PMU2,133352.80490329873,0.6825724254689755,9.487729036781154,PMU2,"4,5,6,7",2.364206643203461,5.991464547107979,5782.822297849418,PASS,0.9999878987002642,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7360,7379,7.36,7.379
7399,7.399,195716.92662091812,12.591587243743977,5782.822297849418,FAIL,True,PMU2,133627.33869986288,0.6827582110906746,9.487729036781154,PMU2,"4,5,6,7",1.814383679930117,5.991464547107979,5782.822297849418,PASS,0.9999907295515453,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7380,7399,7.38,7.399
7419,7.419,195839.99200544445,12.591587243743977,5782.822297849418,FAIL,True,PMU2,133693.68809481303,0.6826679613584558,9.487729036781154,PMU2,"4,5,6,7",2.4862546225454887,5.991464547107979,5782.822297849418,PASS,0.999987304663378,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7400,7419,7.4,7.419
7439,7.439,196072.47162304324,12.591587243743977,5782.822297849418,FAIL,True,PMU2,133865.34457309812,0.6827340088335262,9.487729036781154,PMU2,"4,5,6,7",2.2983945137622634,5.991464547107979,5782.822297849418,PASS,0.9999882778316878,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7420,7439,7.42,7.439
7459,7.459,196332.20908909224,12.591587243743977,5782.822297849418,FAIL,True,PMU2,134081.1033971579,0.6829297343479396,9.487729036781154,PMU2,"4,5,6,7",2.414784370464959,5.991464547107979,5782.822297849418,PASS,0.9999877005185157,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7440,7459,7.44,7.459
7479,7.479,196274.58927685092,12.591587243743977,5782.822297849418,FAIL,True,PMU2,134021.1751410319,0.6828248915706108,9.487729036781154,PMU2,"4,5,6,7",2.559224539671743,5.991464547107979,5782.822297849418,PASS,0.9999869609991334,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7460,7479,7.46,7.479
7499,7.499,196141.08179517,12.591587243743977,5782.822297849418,FAIL,True,PMU2,134004.56690177147,0.6832049954823455,9.487729036781154,PMU2,"4,5,6,7",1.361200661268597,5.991464547107979,5782.822297849418,PASS,0.9999930600940464,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7480,7499,7.48,7.499
7519,7.519,196526.73033207483,12.591587243743977,5782.822297849418,FAIL,True,PMU2,134219.86372801053,0.68295983707263,9.487729036781154,PMU2,"4,5,6,7",2.908594709874555,5.991464547107979,5782.822297849418,PASS,0.9999852000045746,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7500,7519,7.5,7.519
7539,7.539000000000001,196266.54146565232,12.591587243743977,5782.822297849418,FAIL,True,PMU2,134094.51952809267,0.6832265883258554,9.487729036781154,PMU2,"4,5,6,7",1.7095650597574863,5.991464547107979,5782.822297849418,PASS,0.9999912895746418,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7520,7539,7.52,7.539000000000001
7559,7.559,196187.4345679372,12.591587243743977,5782.822297849418,FAIL,True,PMU2,134064.8092134948,0.683350641231153,9.487729036781154,PMU2,"4,5,6,7",1.7956295734505894,5.991464547107979,5782.822297849418,PASS,0.9999908473772675,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7540,7559,7.54,7.559
7579,7.579,196408.60716195093,12.591587243743977,5782.822297849418,FAIL,True,PMU2,134191.7815580909,0.6832276013618972,9.487729036781154,PMU2,"4,5,6,7",2.4707552142860725,5.991464547107979,5782.822297849418,PASS,0.9999874203312676,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7560,7579,7.56,7.579
7599,7.599,195913.77272137356,12.591587243743977,5782.822297849418,FAIL,True,PMU2,133917.40966914973,0.6835528090187186,9.487729036781154,PMU2,"4,5,6,7",1.5841367345812978,5.991464547107979,5782.822297849418,PASS,0.9999919141124559,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7580,7599,7.58,7.599
7619,7.619,195598.85077960428,12.591587243743977,5782.822297849418,FAIL,True,PMU2,133722.95735217875,0.6836592179309597,9.487729036781154,PMU2,"4,5,6,7",1.5645385944560806,5.991464547107979,5782.822297849418,PASS,0.9999920012894339,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7600,7619,7.6,7.619
7639,7.639,195719.9457719893,12.591587243743977,5782.822297849418,FAIL,True,PMU2,133779.5691132275,0.6835254760855013,9.487729036781154,PMU2,"4,5,6,7",2.4117719348773354,5.991464547107979,5782.822297849418,PASS,0.9999876774340736,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7620,7639,7.62,7.639
7659,7.659,195206.29577907658,12.591587243743977,5782.822297849418,FAIL,True,PMU2,133482.8884029159,0.6838042178413359,9.487729036781154,PMU2,"4,5,6,7",1.471140675237275,5.991464547107979,5782.822297849418,PASS,0.9999924636617411,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7640,7659,7.640000000000001,7.659
7679,7.679,194594.9031050156,12.591587243743977,5782.822297849418,FAIL,True,PMU2,133073.1766673875,0.6838471848133293,9.487729036781154,PMU2,"4,5,6,7",2.0138454160656463,5.991464547107979,5782.822297849418,PASS,0.9999896510885745,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7660,7679,7.66,7.679
7699,7.699,194760.01514888523,12.591587243743977,5782.822297849418,FAIL,True,PMU2,133188.59948753627,0.6838600797279647,9.487729036781154,PMU2,"4,5,6,7",1.8296119479643438,5.991464547107979,5782.822297849418,PASS,0.9999906058132797,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7680,7699,7.68,7.699
7719,7.719,194239.21267757815,12.591587243743977,5782.822297849418,FAIL,True,PMU2,132837.39401723043,0.6838855665963292,9.487729036781154,PMU2,"4,5,6,7",2.1733584111070066,5.991464547107979,5782.822297849418,PASS,0.9999888109183457,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7700,7719,7.7,7.719
7739,7.739,195090.17499038804,12.591587243743977,5782.822297849418,FAIL,True,PMU2,133348.83996378043,0.6835241188868196,9.487729036781154,PMU2,"4,5,6,7",3.946593076968226,5.991464547107979,5782.822297849418,PASS,0.9999797704160285,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7720,7739,7.72,7.739
7759,7.759,193598.74715329774,12.591587243743977,5782.822297849418,FAIL,True,PMU2,132445.82937406795,0.6841254466858355,9.487729036781154,PMU2,"4,5,6,7",1.3667951807601242,5.991464547107979,5782.822297849418,PASS,0.9999929400618502,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7740,7759,7.74,7.759
7779,7.779,683737.3412722361,12.591587243743977,5782.822297849418,FAIL,True,PMU2,488653.7605527736,0.7146805228503845,9.487729036781154,PMU2,"4,5,6,7",0.5078020492958923,5.991464547107979,5782.822297849418,PASS,0.9999992573141488,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7760,7779,7.76,7.779
7799,7.799,691644.0327565637,12.591587243743977,5782.822297849418,FAIL,True,PMU2,494168.67143854016,0.7144841103725267,9.487729036781154,PMU2,"4,5,6,7",1.607899980917518,5.991464547107979,5782.822297849418,PASS,0.9999976752492542,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7780,7799,7.78,7.799
7819,7.819,861545.7285895584,12.591587243743977,5782.822297849418,FAIL,True,PMU2,575605.7243116666,0.6681081516752386,9.487729036781154,PMU2,"4,5,6,7",0.6517766396840893,5.991464547107979,5782.822297849418,PASS,0.9999992434799245,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7800,7819,7.8,7.819
7839,7.839,549000.6918367879,12.591587243743977,5782.822297849418,FAIL,True,PMU2,357636.4309581752,0.6514316580579042,9.487729036781154,PMU2,"4,5,6,7",1.9799349575164118,5.991464547107979,5782.822297849418,PASS,0.9999963935656423,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7820,7839,7.82,7.839
7859,7.859,221673.92799047154,12.591587243743977,5782.822297849418,FAIL,True,PMU2,141091.89114821237,0.6364839222512314,9.487729036781154,PMU2,"4,5,6,7",1.4237757546533112,5.991464547107979,5782.822297849418,PASS,0.9999935771618811,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7840,7859,7.84,7.859
7879,7.879,740780.0096167731,12.591587243743977,5782.822297849418,FAIL,True,PMU2,490902.68791035615,0.662683497850211,9.487729036781154,PMU2,"4,5,6,7",3.817371877203511,5.991464547107979,5782.822297849418,PASS,0.999994846821151,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7860,7879,7.86,7.879
7899,7.899,189898.66557294116,12.591587243743977,5782.822297849418,FAIL,True,PMU2,129922.04170346473,0.6841651114897431,9.487729036781154,PMU2,"4,5,6,7",3.6024171261426825,5.991464547107979,5782.822297849418,PASS,0.9999810297923091,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7880,7899,7.88,7.899
7919,7.919,889952.5515256961,12.591587243743977,5782.822297849418,FAIL,True,PMU2,595100.4924576051,0.6686878884019047,9.487729036781154,PMU2,"4,5,6,7",2.920630862903035,5.991464547107979,5782.822297849418,PASS,0.9999967182173275,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7900,7919,7.9,7.919
7939,7.939,184881.50537596486,12.591587243743977,5782.822297849418,FAIL,True,PMU2,126597.74092728978,0.6847507038080828,9.487729036781154,PMU2,"4,5,6,7",1.0229184414674812,5.991464547107979,5782.822297849418,PASS,0.9999944671672842,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7920,7939,7.92,7.939
7959,7.959,1031652.2474940692,12.591587243743977,5782.822297849418,FAIL,True,PMU2,692551.8391362573,0.6713035723214847,9.487729036781154,PMU2,"4,5,6,7",1.978682526086255,5.991464547107979,5782.822297849418,PASS,0.9999980820256721,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7940,7959,7.94,7.959
7979,7.979,443398.27207948844,12.591587243743977,5782.822297849418,FAIL,True,PMU2,290045.80850628065,0.6541428480223844,9.487729036781154,PMU2,"4,5,6,7",1.5324661643891877,5.991464547107979,5782.822297849418,PASS,0.9999965438156599,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7960,7979,7.96,7.979
7999,7.999,618410.8507264692,12.591587243743977,5782.822297849418,FAIL,True,PMU2,439903.6596114857,0.7113453120926246,9.487729036781154,PMU2,"4,5,6,7",2.6771647230771562,5.991464547107979,5782.822297849418,PASS,0.999995670896266,PMU2,8,PMU2,CLOCK_DRIFT,PMU2[CLOCK_DRIFT],7980,7999,7.98,7.999
8019,8.019,4.498992160833194,12.591587243743977,5782.822297849418,PASS,False,PMU3,2.800311478458123,0.6224308419198307,9.487729036781154,,,4.498992160833194,12.591587243743977,5782.822297849418,PASS,0.0,,12,,,,8000,8019,8.0,8.019
8039,8.039,3.7141822548192267,12.591587243743977,5782.822297849418,PASS,False,PMU3,2.4098618931946563,0.6488270439792803,9.487729036781154,,,3.7141822548192267,12.591587243743977,5782.822297849418,PASS,0.0,,12,,,,8020,8039,8.02,8.039
8059,8.059000000000001,4.087826995287036,12.591587243743977,5782.822297849418,PASS,False,PMU3,2.4380037394656506,0.596405802465831,9.487729036781154,,,4.087826995287036,12.591587243743977,5782.822297849418,PASS,0.0,,12,,,,8040,8059,8.040000000000001,8.059000000000001
